subscription_id,customer_id,plan_type,monthly_revenue,status,start_date,end_date
SUB-0411,CUST-0411,Enterprise,299,Active,2024-03-30,
SUB-0412,CUST-0412,Basic,29,Cancelled,2024-03-05,2024-10-01
SUB-0413,CUST-0413,Enterprise,299,Cancelled,2025-01-16,2025-08-14
SUB-0414,CUST-0414,Basic,29,Active,2024-08-17,
SUB-0415,CUST-0415,Basic,29,Active,2024-08-19,
SUB-0416,CUST-0416,Pro,99,Active,2025-01-07,
SUB-0417,CUST-0417,Basic,29,Cancelled,2024-11-25,2025-11-20
SUB-0418,CUST-0418,Pro,99,Active,2024-09-02,
SUB-0419,CUST-0419,Basic,29,Active,2024-12-17,
SUB-0420,CUST-0420,Basic,29,Active,2024-12-30,
SUB-0421,CUST-0421,Basic,29,Active,2025-04-05,
SUB-0422,CUST-0422,Pro,99,Active,2024-11-07,
SUB-0423,CUST-0423,Basic,29,Active,2024-03-05,
SUB-0424,CUST-0424,Basic,29,Active,2024-07-14,
SUB-0425,CUST-0425,Enterprise,299,Active,2024-09-15,
SUB-0426,CUST-0426,Basic,29,Active,2025-02-10,
SUB-0427,CUST-0427,Basic,29,Active,2024-08-08,
SUB-0428,CUST-0428,Basic,29,Active,2024-07-30,
SUB-0429,CUST-0429,Pro,99,Active,2024-07-23,
SUB-0430,CUST-0430,Basic,29,Active,2024-06-09,
SUB-0431,CUST-0431,Basic,29,Active,2024-12-06,
SUB-0432,CUST-0432,Basic,29,Active,2025-05-03,
SUB-0433,CUST-0433,Enterprise,299,Active,2024-02-04,
SUB-0434,CUST-0434,Basic,29,Active,2024-02-17,
SUB-0435,CUST-0435,Basic,29,Active,2025-01-16,
SUB-0436,CUST-0436,Pro,99,Active,2024-10-11,
SUB-0437,CUST-0437,Basic,29,Active,2024-12-09,
SUB-0438,CUST-0438,Basic,29,Active,2024-06-30,
SUB-0439,CUST-0439,Pro,99,Active,2025-05-10,
SUB-0440,CUST-0440,Basic,29,Active,2024-06-29,
SUB-0441,CUST-0441,Basic,29,Cancelled,2024-03-20,2024-11-15
SUB-0442,CUST-0442,Pro,99,Active,2025-03-09,
SUB-0443,CUST-0443,Pro,99,Active,2025-03-08,
SUB-0444,CUST-0444,Enterprise,299,Active,2025-01-25,
SUB-0445,CUST-0445,Basic,29,Active,2025-02-17,
SUB-0446,CUST-0446,Pro,99,Active,2024-11-07,
SUB-0447,CUST-0447,Pro,99,Cancelled,2024-04-02,2024-11-28
SUB-0448,CUST-0448,Basic,29,Active,2025-04-16,
SUB-0449,CUST-0449,Enterprise,299,Cancelled,2024-01-04,2024-08-01
SUB-0450,CUST-0450,Basic,29,Active,2024-10-16,
SUB-0451,CUST-0451,Pro,99,Active,2024-03-13,
SUB-0452,CUST-0452,Pro,99,Cancelled,2025-01-17,2025-10-14
SUB-0453,CUST-0453,Pro,99,Cancelled,2024-08-02,2025-05-29
SUB-0454,CUST-0454,Basic,29,Cancelled,2024-03-21,2025-03-16
SUB-0455,CUST-0455,Pro,99,Active,2025-01-04,
SUB-0456,CUST-0456,Basic,29,Active,2025-03-28,
SUB-0457,CUST-0457,Pro,99,Active,2024-03-21,
SUB-0458,CUST-0458,Pro,99,Cancelled,2024-05-19,2025-05-14
SUB-0459,CUST-0459,Basic,29,Active,2024-09-05,
SUB-0460,CUST-0460,Enterprise,299,Active,2024-05-19,
SUB-0461,CUST-0461,Basic,29,Active,2024-06-25,
SUB-0462,CUST-0462,Enterprise,299,Cancelled,2024-05-25,2024-11-21
SUB-0463,CUST-0463,Basic,29,Active,2024-01-24,
SUB-0464,CUST-0464,Enterprise,299,Active,2024-11-02,
SUB-0465,CUST-0465,Pro,99,Active,2024-04-14,
SUB-0466,CUST-0466,Basic,29,Active,2025-01-27,
SUB-0467,CUST-0467,Pro,99,Active,2024-05-28,
SUB-0468,CUST-0468,Pro,99,Active,2024-01-04,
SUB-0469,CUST-0469,Pro,99,Cancelled,2024-03-30,2024-04-29
SUB-0470,CUST-0470,Pro,99,Cancelled,2024-09-29,2025-02-26
SUB-0471,CUST-0471,Basic,29,Cancelled,2024-02-06,2024-12-02
SUB-0472,CUST-0472,Pro,99,Cancelled,2024-08-11,2025-03-09
SUB-0473,CUST-0473,Pro,99,Cancelled,2025-04-16,2026-03-12
SUB-0474,CUST-0474,Basic,29,Cancelled,2024-10-21,2024-11-20
SUB-0475,CUST-0475,Basic,29,Active,2024-12-29,
SUB-0476,CUST-0476,Pro,99,Active,2024-02-28,
SUB-0477,CUST-0477,Basic,29,Active,2025-05-09,
SUB-0478,CUST-0478,Pro,99,Cancelled,2025-02-14,2025-10-12
SUB-0479,CUST-0479,Basic,29,Active,2024-02-15,
SUB-0480,CUST-0480,Pro,99,Active,2024-05-04,
SUB-0481,CUST-0481,Basic,29,Active,2024-09-25,
SUB-0482,CUST-0482,Basic,29,Active,2025-03-21,
SUB-0483,CUST-0483,Enterprise,299,Active,2024-04-23,
SUB-0484,CUST-0484,Pro,99,Active,2024-02-09,
SUB-0485,CUST-0485,Pro,99,Cancelled,2025-04-08,2025-10-05
SUB-0486,CUST-0486,Pro,99,Active,2025-01-07,
SUB-0487,CUST-0487,Pro,99,Active,2024-02-22,
SUB-0488,CUST-0488,Enterprise,299,Active,2024-04-11,
SUB-0489,CUST-0489,Basic,29,Active,2025-01-24,
SUB-0490,CUST-0490,Basic,29,Cancelled,2025-05-02,2026-03-28
SUB-0491,CUST-0491,Basic,29,Active,2025-01-21,
SUB-0492,CUST-0492,Enterprise,299,Cancelled,2025-03-18,2026-01-12
SUB-0493,CUST-0493,Basic,29,Active,2024-08-13,
SUB-0494,CUST-0494,Pro,99,Active,2024-08-14,
SUB-0495,CUST-0495,Pro,99,Cancelled,2024-10-29,2025-10-24
SUB-0496,CUST-0496,Pro,99,Active,2024-09-16,
SUB-0497,CUST-0497,Enterprise,299,Cancelled,2024-08-24,2025-02-20
SUB-0498,CUST-0498,Basic,29,Cancelled,2024-01-30,2024-07-28
SUB-0499,CUST-0499,Pro,99,Active,2024-02-09,
SUB-0500,CUST-0500,Basic,29,Active,2024-08-24,
SUB-0501,CUST-0501,Basic,29,Cancelled,2025-04-10,2025-10-07
SUB-0502,CUST-0502,Pro,99,Active,2024-11-05,
SUB-0503,CUST-0503,Pro,99,Cancelled,2025-05-05,2026-01-30
SUB-0504,CUST-0504,Basic,29,Active,2024-02-22,
SUB-0505,CUST-0505,Pro,99,Active,2024-09-15,
SUB-0506,CUST-0506,Basic,29,Cancelled,2024-05-06,2024-10-03
SUB-0507,CUST-0507,Basic,29,Cancelled,2024-09-25,2025-01-23
SUB-0508,CUST-0508,Pro,99,Active,2024-07-09,
SUB-0509,CUST-0509,Basic,29,Cancelled,2024-07-28,2024-12-25
SUB-0510,CUST-0510,Pro,99,Cancelled,2025-02-08,2025-04-09
SUB-0511,CUST-0511,Enterprise,299,Cancelled,2024-06-17,2025-04-13
SUB-0512,CUST-0512,Basic,29,Cancelled,2024-05-25,2024-06-24
SUB-0513,CUST-0513,Basic,29,Active,2024-06-19,
SUB-0514,CUST-0514,Enterprise,299,Active,2025-04-14,
SUB-0515,CUST-0515,Enterprise,299,Active,2025-05-10,
SUB-0516,CUST-0516,Basic,29,Active,2024-10-31,
SUB-0517,CUST-0517,Pro,99,Active,2024-10-13,
SUB-0518,CUST-0518,Pro,99,Active,2025-02-20,
SUB-0519,CUST-0519,Enterprise,299,Active,2024-11-26,
SUB-0520,CUST-0520,Enterprise,299,Active,2024-01-10,
SUB-0521,CUST-0521,Enterprise,299,Active,2024-04-02,
SUB-0522,CUST-0522,Enterprise,299,Active,2025-04-30,
SUB-0523,CUST-0523,Basic,29,Cancelled,2024-04-25,2025-03-21
SUB-0524,CUST-0524,Basic,29,Active,2024-02-09,
SUB-0525,CUST-0525,Pro,99,Cancelled,2024-09-16,2025-06-13
SUB-0526,CUST-0526,Pro,99,Active,2025-03-24,
SUB-0527,CUST-0527,Basic,29,Cancelled,2024-03-19,2024-08-16
SUB-0528,CUST-0528,Pro,99,Active,2025-03-01,
SUB-0529,CUST-0529,Enterprise,299,Cancelled,2024-01-23,2024-10-19
SUB-0530,CUST-0530,Basic,29,Active,2024-12-12,
SUB-0531,CUST-0531,Basic,29,Active,2024-11-08,
SUB-0532,CUST-0532,Pro,99,Active,2024-04-29,
SUB-0533,CUST-0533,Pro,99,Cancelled,2025-05-09,2026-04-04
SUB-0534,CUST-0534,Basic,29,Active,2024-07-07,
SUB-0535,CUST-0535,Pro,99,Active,2025-01-28,
SUB-0536,CUST-0536,Pro,99,Active,2024-09-14,
SUB-0537,CUST-0537,Pro,99,Cancelled,2025-02-22,2025-10-20
SUB-0538,CUST-0538,Basic,29,Cancelled,2025-03-22,2025-05-21
SUB-0539,CUST-0539,Enterprise,299,Active,2024-11-24,
SUB-0540,CUST-0540,Basic,29,Active,2024-10-10,
SUB-0541,CUST-0541,Basic,29,Cancelled,2024-05-25,2024-09-22
SUB-0542,CUST-0542,Enterprise,299,Active,2024-05-19,
SUB-0543,CUST-0543,Enterprise,299,Cancelled,2025-03-01,2025-06-29
SUB-0544,CUST-0544,Pro,99,Active,2025-04-29,
SUB-0545,CUST-0545,Pro,99,Cancelled,2025-03-28,2026-01-22
SUB-0546,CUST-0546,Basic,29,Active,2024-07-31,
SUB-0547,CUST-0547,Basic,29,Active,2024-09-14,
SUB-0548,CUST-0548,Enterprise,299,Active,2024-07-16,
SUB-0549,CUST-0549,Pro,99,Cancelled,2024-04-24,2024-11-20
SUB-0550,CUST-0550,Pro,99,Active,2025-04-21,
SUB-0551,CUST-0551,Pro,99,Active,2025-02-09,
SUB-0552,CUST-0552,Basic,29,Active,2024-01-20,
SUB-0553,CUST-0553,Basic,29,Active,2024-12-22,
SUB-0554,CUST-0554,Pro,99,Active,2024-08-17,
SUB-0555,CUST-0555,Basic,29,Active,2024-01-10,
SUB-0556,CUST-0556,Pro,99,Cancelled,2025-03-03,2025-12-28
SUB-0557,CUST-0557,Pro,99,Active,2024-02-26,
SUB-0558,CUST-0558,Pro,99,Active,2024-06-03,
SUB-0559,CUST-0559,Enterprise,299,Active,2024-05-02,
SUB-0560,CUST-0560,Pro,99,Active,2024-02-02,
SUB-0561,CUST-0561,Basic,29,Active,2024-11-01,
SUB-0562,CUST-0562,Basic,29,Active,2025-01-02,
SUB-0563,CUST-0563,Enterprise,299,Active,2024-08-07,
SUB-0564,CUST-0564,Basic,29,Cancelled,2024-05-03,2024-09-30
SUB-0565,CUST-0565,Basic,29,Active,2024-12-06,
SUB-0566,CUST-0566,Pro,99,Active,2024-02-04,
SUB-0567,CUST-0567,Basic,29,Active,2025-03-23,
SUB-0568,CUST-0568,Basic,29,Active,2024-11-21,
SUB-0569,CUST-0569,Pro,99,Active,2024-05-09,
SUB-0570,CUST-0570,Pro,99,Active,2025-02-07,
SUB-0571,CUST-0571,Basic,29,Cancelled,2024-05-03,2025-03-29
SUB-0572,CUST-0572,Pro,99,Cancelled,2024-03-09,2024-05-08
SUB-0573,CUST-0573,Basic,29,Cancelled,2024-10-06,2025-09-01
SUB-0574,CUST-0574,Basic,29,Cancelled,2025-03-01,2025-04-30
SUB-0575,CUST-0575,Basic,29,Cancelled,2024-11-19,2025-11-14
SUB-0576,CUST-0576,Enterprise,299,Cancelled,2024-02-02,2024-09-29
SUB-0577,CUST-0577,Basic,29,Cancelled,2024-05-30,2024-10-27
SUB-0578,CUST-0578,Pro,99,Active,2025-02-09,
SUB-0579,CUST-0579,Pro,99,Active,2024-06-10,
SUB-0580,CUST-0580,Basic,29,Cancelled,2025-02-21,2026-02-16
SUB-0581,CUST-0581,Basic,29,Active,2024-01-19,
SUB-0582,CUST-0582,Enterprise,299,Active,2024-07-01,
SUB-0583,CUST-0583,Basic,29,Active,2024-05-19,
SUB-0584,CUST-0584,Basic,29,Cancelled,2024-08-11,2024-11-09
SUB-0585,CUST-0585,Basic,29,Cancelled,2025-04-03,2025-06-02
SUB-0586,CUST-0586,Pro,99,Active,2025-05-13,
SUB-0587,CUST-0587,Pro,99,Active,2024-12-20,
SUB-0588,CUST-0588,Pro,99,Active,2025-04-18,
SUB-0589,CUST-0589,Pro,99,Active,2025-01-07,
SUB-0590,CUST-0590,Basic,29,Cancelled,2024-08-08,2025-07-04
SUB-0591,CUST-0591,Enterprise,299,Active,2024-06-13,
SUB-0592,CUST-0592,Basic,29,Active,2024-06-16,
SUB-0593,CUST-0593,Basic,29,Active,2024-08-16,
SUB-0594,CUST-0594,Enterprise,299,Active,2024-12-19,
SUB-0595,CUST-0595,Basic,29,Cancelled,2024-08-16,2025-03-14
SUB-0596,CUST-0596,Basic,29,Cancelled,2024-11-10,2025-06-08
SUB-0597,CUST-0597,Basic,29,Cancelled,2024-11-23,2025-10-19
SUB-0598,CUST-0598,Enterprise,299,Active,2024-12-09,
SUB-0599,CUST-0599,Basic,29,Cancelled,2024-09-19,2025-03-18
SUB-0600,CUST-0600,Pro,99,Cancelled,2024-03-14,2025-03-09
SUB-0601,CUST-0601,Basic,29,Active,2024-03-05,
SUB-0602,CUST-0602,Pro,99,Active,2025-02-02,
SUB-0603,CUST-0603,Pro,99,Cancelled,2024-07-15,2025-02-10
SUB-0604,CUST-0604,Basic,29,Active,2024-12-13,
SUB-0605,CUST-0605,Enterprise,299,Active,2024-07-09,
SUB-0606,CUST-0606,Basic,29,Active,2024-10-20,
SUB-0607,CUST-0607,Pro,99,Active,2024-07-22,
SUB-0608,CUST-0608,Pro,99,Active,2024-05-07,
SUB-0609,CUST-0609,Basic,29,Cancelled,2025-01-11,2025-04-11
SUB-0610,CUST-0610,Pro,99,Active,2024-09-22,
SUB-0611,CUST-0611,Enterprise,299,Active,2024-05-14,
SUB-0612,CUST-0612,Enterprise,299,Cancelled,2024-04-19,2025-01-14
SUB-0613,CUST-0613,Basic,29,Cancelled,2024-04-12,2024-09-09
SUB-0614,CUST-0614,Enterprise,299,Active,2025-03-12,
SUB-0615,CUST-0615,Pro,99,Active,2024-03-29,
SUB-0616,CUST-0616,Basic,29,Cancelled,2025-02-18,2025-09-16
SUB-0617,CUST-0617,Pro,99,Active,2024-12-29,
SUB-0618,CUST-0618,Basic,29,Active,2025-04-01,
SUB-0619,CUST-0619,Basic,29,Active,2024-12-30,
SUB-0620,CUST-0620,Basic,29,Active,2024-09-17,
SUB-0621,CUST-0621,Pro,99,Active,2024-04-12,
SUB-0622,CUST-0622,Enterprise,299,Active,2025-02-08,
SUB-0623,CUST-0623,Basic,29,Cancelled,2024-07-03,2024-11-30
SUB-0624,CUST-0624,Pro,99,Active,2025-02-15,
SUB-0625,CUST-0625,Pro,99,Active,2024-02-03,
SUB-0626,CUST-0626,Basic,29,Active,2025-01-02,
SUB-0627,CUST-0627,Pro,99,Active,2025-01-28,
SUB-0628,CUST-0628,Basic,29,Active,2024-03-05,
SUB-0629,CUST-0629,Basic,29,Active,2024-08-18,
SUB-0630,CUST-0630,Enterprise,299,Active,2024-03-06,
SUB-0631,CUST-0631,Basic,29,Active,2024-08-09,
SUB-0632,CUST-0632,Pro,99,Active,2024-09-22,
SUB-0633,CUST-0633,Basic,29,Active,2024-03-25,
SUB-0634,CUST-0634,Basic,29,Active,2025-04-23,
SUB-0635,CUST-0635,Basic,29,Cancelled,2025-04-30,2025-09-27
SUB-0636,CUST-0636,Basic,29,Active,2024-05-08,
SUB-0637,CUST-0637,Pro,99,Active,2024-03-05,
SUB-0638,CUST-0638,Pro,99,Active,2024-09-14,
SUB-0639,CUST-0639,Basic,29,Active,2024-03-28,
SUB-0640,CUST-0640,Basic,29,Cancelled,2025-02-26,2025-03-28
SUB-0641,CUST-0641,Basic,29,Active,2024-01-24,
SUB-0642,CUST-0642,Basic,29,Active,2025-01-27,
SUB-0643,CUST-0643,Basic,29,Active,2024-09-11,
SUB-0644,CUST-0644,Basic,29,Cancelled,2024-09-04,2025-07-01
SUB-0645,CUST-0645,Pro,99,Active,2024-06-01,
SUB-0646,CUST-0646,Pro,99,Cancelled,2024-12-18,2025-03-18
SUB-0647,CUST-0647,Enterprise,299,Cancelled,2024-08-13,2025-06-09
SUB-0648,CUST-0648,Pro,99,Cancelled,2024-08-25,2025-01-22
SUB-0649,CUST-0649,Enterprise,299,Active,2024-11-06,
SUB-0650,CUST-0650,Pro,99,Active,2025-03-17,
SUB-0651,CUST-0651,Basic,29,Active,2025-05-14,
SUB-0652,CUST-0652,Basic,29,Active,2025-01-24,
SUB-0653,CUST-0653,Pro,99,Active,2024-06-12,
SUB-0654,CUST-0654,Basic,29,Active,2024-03-03,
SUB-0655,CUST-0655,Basic,29,Cancelled,2024-05-06,2024-09-03
SUB-0656,CUST-0656,Basic,29,Active,2024-01-26,
SUB-0657,CUST-0657,Pro,99,Active,2025-03-18,
SUB-0658,CUST-0658,Basic,29,Cancelled,2025-05-07,2026-05-02
SUB-0659,CUST-0659,Pro,99,Active,2025-04-23,
SUB-0660,CUST-0660,Basic,29,Cancelled,2025-01-25,2025-07-24
SUB-0661,CUST-0661,Basic,29,Active,2024-09-20,
SUB-0662,CUST-0662,Enterprise,299,Active,2025-03-26,
SUB-0663,CUST-0663,Pro,99,Active,2024-01-12,
SUB-0664,CUST-0664,Basic,29,Active,2024-09-15,
SUB-0665,CUST-0665,Basic,29,Active,2024-04-20,
SUB-0666,CUST-0666,Enterprise,299,Active,2024-01-26,
SUB-0667,CUST-0667,Basic,29,Cancelled,2024-11-01,2024-12-31
SUB-0668,CUST-0668,Basic,29,Active,2024-10-01,
SUB-0669,CUST-0669,Basic,29,Active,2024-08-08,
SUB-0670,CUST-0670,Enterprise,299,Cancelled,2025-01-07,2025-08-05
SUB-0671,CUST-0671,Pro,99,Active,2024-07-06,
SUB-0672,CUST-0672,Basic,29,Active,2024-01-27,
SUB-0673,CUST-0673,Pro,99,Cancelled,2024-10-10,2025-03-09
SUB-0674,CUST-0674,Pro,99,Active,2024-07-16,
SUB-0675,CUST-0675,Basic,29,Cancelled,2025-02-26,2026-01-22
SUB-0676,CUST-0676,Basic,29,Cancelled,2025-05-14,2025-10-11
SUB-0677,CUST-0677,Basic,29,Cancelled,2024-07-10,2025-01-06
SUB-0678,CUST-0678,Enterprise,299,Active,2025-01-21,
SUB-0679,CUST-0679,Basic,29,Active,2024-11-04,
SUB-0680,CUST-0680,Basic,29,Active,2024-01-24,
SUB-0681,CUST-0681,Pro,99,Active,2024-12-31,
SUB-0682,CUST-0682,Basic,29,Active,2024-09-22,
SUB-0683,CUST-0683,Enterprise,299,Active,2024-11-06,
SUB-0684,CUST-0684,Basic,29,Active,2025-04-21,
SUB-0685,CUST-0685,Pro,99,Active,2024-07-20,
SUB-0686,CUST-0686,Pro,99,Active,2024-09-16,
SUB-0687,CUST-0687,Basic,29,Cancelled,2024-08-31,2024-09-30
SUB-0688,CUST-0688,Basic,29,Active,2024-06-18,
SUB-0689,CUST-0689,Basic,29,Active,2024-10-25,
SUB-0690,CUST-0690,Basic,29,Cancelled,2024-11-01,2025-10-27
SUB-0691,CUST-0691,Enterprise,299,Active,2025-05-10,
SUB-0692,CUST-0692,Basic,29,Active,2024-10-25,
SUB-0693,CUST-0693,Basic,29,Cancelled,2024-09-25,2025-05-23
SUB-0694,CUST-0694,Pro,99,Active,2025-02-24,
SUB-0695,CUST-0695,Basic,29,Active,2024-10-20,
SUB-0696,CUST-0696,Enterprise,299,Active,2024-01-10,
SUB-0697,CUST-0697,Basic,29,Cancelled,2024-08-02,2025-04-29
SUB-0698,CUST-0698,Basic,29,Active,2024-12-19,
SUB-0699,CUST-0699,Pro,99,Active,2024-09-13,
SUB-0700,CUST-0700,Pro,99,Active,2024-12-27,
SUB-0701,CUST-0701,Enterprise,299,Active,2024-10-14,
SUB-0702,CUST-0702,Pro,99,Active,2024-09-26,
SUB-0703,CUST-0703,Basic,29,Active,2025-05-04,
SUB-0704,CUST-0704,Basic,29,Active,2025-04-12,
SUB-0705,CUST-0705,Pro,99,Cancelled,2024-12-12,2025-05-11
SUB-0706,CUST-0706,Basic,29,Active,2024-04-08,
SUB-0707,CUST-0707,Pro,99,Active,2024-10-12,
SUB-0708,CUST-0708,Pro,99,Cancelled,2025-04-27,2025-09-24
SUB-0709,CUST-0709,Enterprise,299,Active,2024-12-26,
SUB-0710,CUST-0710,Basic,29,Active,2024-06-11,
SUB-0711,CUST-0711,Pro,99,Active,2024-10-13,
SUB-0712,CUST-0712,Basic,29,Active,2024-03-03,
SUB-0713,CUST-0713,Enterprise,299,Active,2025-02-23,
SUB-0714,CUST-0714,Pro,99,Active,2024-05-28,
SUB-0715,CUST-0715,Enterprise,299,Active,2025-05-04,
SUB-0716,CUST-0716,Basic,29,Active,2025-04-18,
SUB-0717,CUST-0717,Pro,99,Active,2025-01-17,
SUB-0718,CUST-0718,Basic,29,Active,2024-04-13,
SUB-0719,CUST-0719,Basic,29,Active,2024-03-11,
SUB-0720,CUST-0720,Basic,29,Active,2024-05-04,
SUB-0721,CUST-0721,Enterprise,299,Active,2024-11-22,
SUB-0722,CUST-0722,Pro,99,Active,2024-02-21,
SUB-0723,CUST-0723,Basic,29,Active,2025-01-02,
SUB-0724,CUST-0724,Basic,29,Active,2024-12-14,
SUB-0725,CUST-0725,Pro,99,Active,2025-05-08,
SUB-0726,CUST-0726,Basic,29,Cancelled,2024-11-30,2025-04-29
SUB-0727,CUST-0727,Basic,29,Active,2024-11-29,
SUB-0728,CUST-0728,Basic,29,Cancelled,2024-06-13,2024-08-12
SUB-0729,CUST-0729,Enterprise,299,Active,2025-04-09,
SUB-0730,CUST-0730,Pro,99,Cancelled,2024-09-30,2025-06-27
SUB-0731,CUST-0731,Enterprise,299,Active,2024-08-01,
SUB-0732,CUST-0732,Enterprise,299,Active,2025-03-04,
SUB-0733,CUST-0733,Basic,29,Active,2024-04-05,
SUB-0734,CUST-0734,Pro,99,Active,2024-01-05,
SUB-0735,CUST-0735,Basic,29,Cancelled,2025-04-20,2025-10-17
SUB-0736,CUST-0736,Pro,99,Active,2024-08-20,
SUB-0737,CUST-0737,Basic,29,Active,2025-03-11,
SUB-0738,CUST-0738,Enterprise,299,Active,2024-04-08,
SUB-0739,CUST-0739,Basic,29,Cancelled,2024-03-24,2024-11-19
SUB-0740,CUST-0740,Pro,99,Cancelled,2025-01-02,2025-11-28
SUB-0741,CUST-0741,Pro,99,Active,2025-01-12,
SUB-0742,CUST-0742,Basic,29,Cancelled,2024-10-17,2025-06-14
SUB-0743,CUST-0743,Basic,29,Active,2024-11-08,
SUB-0744,CUST-0744,Basic,29,Active,2024-09-20,
SUB-0745,CUST-0745,Pro,99,Active,2024-07-24,
SUB-0746,CUST-0746,Basic,29,Active,2024-03-12,
SUB-0747,CUST-0747,Basic,29,Cancelled,2025-04-24,2025-10-21
SUB-0748,CUST-0748,Enterprise,299,Active,2024-05-13,
SUB-0749,CUST-0749,Enterprise,299,Active,2024-08-16,
SUB-0750,CUST-0750,Basic,29,Cancelled,2024-06-03,2024-07-03
SUB-0751,CUST-0751,Basic,29,Cancelled,2024-11-30,2025-02-28
SUB-0752,CUST-0752,Enterprise,299,Active,2024-02-01,
SUB-0753,CUST-0753,Pro,99,Active,2024-06-06,
SUB-0754,CUST-0754,Basic,29,Active,2024-12-17,
SUB-0755,CUST-0755,Pro,99,Active,2024-11-23,
SUB-0756,CUST-0756,Pro,99,Active,2024-11-10,
SUB-0757,CUST-0757,Basic,29,Cancelled,2025-05-05,2026-04-30
SUB-0758,CUST-0758,Basic,29,Active,2024-03-19,
SUB-0759,CUST-0759,Basic,29,Active,2024-07-31,
SUB-0760,CUST-0760,Basic,29,Active,2025-01-25,
SUB-0761,CUST-0761,Pro,99,Cancelled,2024-09-26,2024-11-25
SUB-0762,CUST-0762,Enterprise,299,Cancelled,2024-02-09,2025-02-03
SUB-0763,CUST-0763,Pro,99,Cancelled,2025-02-28,2025-05-29
SUB-0764,CUST-0764,Basic,29,Active,2024-03-25,
SUB-0765,CUST-0765,Basic,29,Active,2024-02-29,
SUB-0766,CUST-0766,Basic,29,Active,2024-02-16,
SUB-0767,CUST-0767,Basic,29,Active,2024-08-20,
SUB-0768,CUST-0768,Basic,29,Active,2024-08-21,
SUB-0769,CUST-0769,Pro,99,Cancelled,2024-12-10,2025-07-08
SUB-0770,CUST-0770,Pro,99,Active,2024-07-21,
SUB-0771,CUST-0771,Enterprise,299,Active,2025-01-16,
SUB-0772,CUST-0772,Enterprise,299,Active,2024-01-24,
SUB-0773,CUST-0773,Basic,29,Active,2024-12-24,
SUB-0774,CUST-0774,Enterprise,299,Active,2025-04-23,
SUB-0775,CUST-0775,Pro,99,Active,2024-01-17,
SUB-0776,CUST-0776,Basic,29,Active,2024-04-02,
SUB-0777,CUST-0777,Basic,29,Active,2024-07-10,
SUB-0778,CUST-0778,Pro,99,Active,2025-03-21,
SUB-0779,CUST-0779,Basic,29,Active,2024-02-11,
SUB-0780,CUST-0780,Basic,29,Active,2024-03-01,
SUB-0781,CUST-0781,Pro,99,Active,2024-09-27,
SUB-0782,CUST-0782,Enterprise,299,Active,2025-03-03,
SUB-0783,CUST-0783,Pro,99,Active,2025-05-15,
SUB-0784,CUST-0784,Basic,29,Active,2024-12-10,
SUB-0785,CUST-0785,Basic,29,Active,2025-02-25,
SUB-0786,CUST-0786,Basic,29,Active,2024-08-23,
SUB-0787,CUST-0787,Pro,99,Active,2024-05-21,
SUB-0788,CUST-0788,Basic,29,Active,2024-01-17,
SUB-0789,CUST-0789,Basic,29,Active,2024-05-03,
SUB-0790,CUST-0790,Basic,29,Active,2024-02-21,
SUB-0791,CUST-0791,Pro,99,Active,2024-11-02,
SUB-0792,CUST-0792,Basic,29,Active,2025-01-14,
SUB-0793,CUST-0793,Basic,29,Cancelled,2024-08-12,2025-04-09
SUB-0794,CUST-0794,Enterprise,299,Active,2025-01-21,
SUB-0795,CUST-0795,Enterprise,299,Cancelled,2024-09-14,2025-08-10
SUB-0796,CUST-0796,Basic,29,Cancelled,2025-02-21,2025-08-20
SUB-0797,CUST-0797,Basic,29,Active,2024-05-01,
SUB-0798,CUST-0798,Pro,99,Active,2024-12-04,
SUB-0799,CUST-0799,Basic,29,Cancelled,2024-06-02,2024-07-02
SUB-0800,CUST-0800,Basic,29,Active,2024-10-12,
SUB-0801,CUST-0801,Basic,29,Active,2024-10-11,
SUB-0802,CUST-0802,Pro,99,Active,2025-05-12,
SUB-0803,CUST-0803,Basic,29,Active,2025-02-06,
SUB-0804,CUST-0804,Pro,99,Active,2024-07-28,
SUB-0805,CUST-0805,Pro,99,Cancelled,2024-07-11,2025-01-07
SUB-0806,CUST-0806,Basic,29,Cancelled,2024-05-03,2024-06-02
SUB-0807,CUST-0807,Pro,99,Active,2025-03-15,
SUB-0808,CUST-0808,Enterprise,299,Cancelled,2025-04-13,2026-01-08
SUB-0809,CUST-0809,Pro,99,Active,2025-05-10,
SUB-0810,CUST-0810,Pro,99,Cancelled,2024-07-17,2025-02-12
SUB-0811,CUST-0811,Basic,29,Cancelled,2024-04-14,2025-01-09
SUB-0812,CUST-0812,Basic,29,Cancelled,2025-04-17,2026-02-11
SUB-0813,CUST-0813,Pro,99,Cancelled,2024-02-17,2024-10-14
SUB-0814,CUST-0814,Pro,99,Active,2024-05-17,
SUB-0815,CUST-0815,Enterprise,299,Cancelled,2025-03-23,2025-09-19
SUB-0816,CUST-0816,Basic,29,Active,2025-02-15,
SUB-0817,CUST-0817,Basic,29,Active,2024-04-16,
SUB-0818,CUST-0818,Enterprise,299,Active,2025-05-04,
SUB-0819,CUST-0819,Basic,29,Active,2025-04-24,
SUB-0820,CUST-0820,Basic,29,Cancelled,2025-01-17,2025-10-14
SUB-0821,CUST-0821,Basic,29,Active,2024-12-22,
SUB-0822,CUST-0822,Pro,99,Active,2025-04-13,
