payment_id,customer_id,payment_date,amount,status
PAY-003992,CUST-0215,2024-11-29,299,Failed
PAY-003993,CUST-0215,2024-12-29,299,Success
PAY-003994,CUST-0215,2025-01-28,299,Success
PAY-003995,CUST-0215,2025-02-27,299,Success
PAY-003996,CUST-0215,2025-03-29,299,Success
PAY-003997,CUST-0215,2025-04-28,299,Success
PAY-003998,CUST-0215,2025-05-28,299,Success
PAY-003999,CUST-0215,2025-06-27,299,Success
PAY-004000,CUST-0215,2025-07-27,299,Success
PAY-004001,CUST-0215,2025-08-26,299,Success
PAY-004002,CUST-0215,2025-09-25,299,Success
PAY-004003,CUST-0215,2025-10-25,299,Success
PAY-004004,CUST-0215,2025-11-24,299,Success
PAY-004005,CUST-0215,2025-12-24,299,Success
PAY-004006,CUST-0215,2026-01-23,299,Success
PAY-004007,CUST-0215,2026-02-22,299,Success
PAY-004008,CUST-0215,2026-03-24,299,Success
PAY-004009,CUST-0215,2026-04-23,299,Success
PAY-004010,CUST-0215,2026-05-23,299,Success
PAY-004011,CUST-0215,2026-06-22,299,Success
PAY-004012,CUST-0216,2024-12-22,99,Success
PAY-004013,CUST-0216,2025-01-21,99,Success
PAY-004014,CUST-0216,2025-02-20,99,Success
PAY-004015,CUST-0216,2025-03-22,99,Success
PAY-004016,CUST-0216,2025-04-21,99,Success
PAY-004017,CUST-0216,2025-05-21,99,Success
PAY-004018,CUST-0216,2025-06-20,99,Success
PAY-004019,CUST-0216,2025-07-20,99,Success
PAY-004020,CUST-0216,2025-08-19,99,Success
PAY-004021,CUST-0216,2025-09-18,99,Success
PAY-004022,CUST-0216,2025-10-18,99,Success
PAY-004023,CUST-0216,2025-11-17,99,Success
PAY-004024,CUST-0216,2025-12-17,99,Success
PAY-004025,CUST-0216,2026-01-16,99,Success
PAY-004026,CUST-0216,2026-02-15,99,Success
PAY-004027,CUST-0216,2026-03-17,99,Success
PAY-004028,CUST-0216,2026-04-16,99,Success
PAY-004029,CUST-0216,2026-05-16,99,Success
PAY-004030,CUST-0216,2026-06-15,99,Success
PAY-004031,CUST-0217,2025-02-11,29,Success
PAY-004032,CUST-0217,2025-03-13,29,Success
PAY-004033,CUST-0217,2025-04-12,29,Success
PAY-004034,CUST-0217,2025-05-12,29,Success
PAY-004035,CUST-0217,2025-06-11,29,Success
PAY-004036,CUST-0217,2025-07-11,29,Success
PAY-004037,CUST-0217,2025-08-10,29,Success
PAY-004038,CUST-0217,2025-09-09,29,Success
PAY-004039,CUST-0217,2025-10-09,29,Success
PAY-004040,CUST-0217,2025-11-08,29,Success
PAY-004041,CUST-0218,2024-09-29,29,Success
PAY-004042,CUST-0218,2024-10-29,29,Success
PAY-004043,CUST-0218,2024-11-28,29,Success
PAY-004044,CUST-0218,2024-12-28,29,Success
PAY-004045,CUST-0218,2025-01-27,29,Success
PAY-004046,CUST-0218,2025-02-26,29,Success
PAY-004047,CUST-0218,2025-03-28,29,Success
PAY-004048,CUST-0218,2025-04-27,29,Success
PAY-004049,CUST-0218,2025-05-27,29,Success
PAY-004050,CUST-0218,2025-06-26,29,Success
PAY-004051,CUST-0218,2025-07-26,29,Success
PAY-004052,CUST-0218,2025-08-25,29,Success
PAY-004053,CUST-0218,2025-09-24,29,Success
PAY-004054,CUST-0218,2025-10-24,29,Success
PAY-004055,CUST-0218,2025-11-23,29,Success
PAY-004056,CUST-0218,2025-12-23,29,Success
PAY-004057,CUST-0218,2026-01-22,29,Success
PAY-004058,CUST-0218,2026-02-21,29,Success
PAY-004059,CUST-0218,2026-03-23,29,Success
PAY-004060,CUST-0218,2026-04-22,29,Success
PAY-004061,CUST-0218,2026-05-22,29,Success
PAY-004062,CUST-0218,2026-06-21,29,Success
PAY-004063,CUST-0219,2024-02-05,29,Success
PAY-004064,CUST-0219,2024-03-06,29,Success
PAY-004065,CUST-0219,2024-04-05,29,Success
PAY-004066,CUST-0219,2024-05-05,29,Success
PAY-004067,CUST-0219,2024-06-04,29,Success
PAY-004068,CUST-0219,2024-07-04,29,Success
PAY-004069,CUST-0219,2024-08-03,29,Success
PAY-004070,CUST-0219,2024-09-02,29,Success
PAY-004071,CUST-0219,2024-10-02,29,Success
PAY-004072,CUST-0219,2024-11-01,29,Success
PAY-004073,CUST-0219,2024-12-01,29,Success
PAY-004074,CUST-0219,2024-12-31,29,Success
PAY-004075,CUST-0219,2025-01-30,29,Success
PAY-004076,CUST-0219,2025-03-01,29,Success
PAY-004077,CUST-0219,2025-03-31,29,Success
PAY-004078,CUST-0219,2025-04-30,29,Success
PAY-004079,CUST-0219,2025-05-30,29,Success
PAY-004080,CUST-0219,2025-06-29,29,Success
PAY-004081,CUST-0219,2025-07-29,29,Success
PAY-004082,CUST-0219,2025-08-28,29,Success
PAY-004083,CUST-0219,2025-09-27,29,Success
PAY-004084,CUST-0219,2025-10-27,29,Success
PAY-004085,CUST-0219,2025-11-26,29,Success
PAY-004086,CUST-0219,2025-12-26,29,Success
PAY-004087,CUST-0219,2026-01-25,29,Success
PAY-004088,CUST-0219,2026-02-24,29,Success
PAY-004089,CUST-0219,2026-03-26,29,Success
PAY-004090,CUST-0219,2026-04-25,29,Success
PAY-004091,CUST-0219,2026-05-25,29,Success
PAY-004092,CUST-0219,2026-06-24,29,Success
PAY-004093,CUST-0220,2025-03-10,99,Success
PAY-004094,CUST-0220,2025-04-09,99,Success
PAY-004095,CUST-0220,2025-05-09,99,Success
PAY-004096,CUST-0220,2025-06-08,99,Success
PAY-004097,CUST-0220,2025-07-08,99,Success
PAY-004098,CUST-0220,2025-08-07,99,Success
PAY-004099,CUST-0220,2025-09-06,99,Failed
PAY-004100,CUST-0220,2025-10-06,99,Success
PAY-004101,CUST-0220,2025-11-05,99,Success
PAY-004102,CUST-0220,2025-12-05,99,Success
PAY-004103,CUST-0220,2026-01-04,99,Success
PAY-004104,CUST-0221,2024-02-24,29,Success
PAY-004105,CUST-0221,2024-03-25,29,Success
PAY-004106,CUST-0221,2024-04-24,29,Success
PAY-004107,CUST-0221,2024-05-24,29,Success
PAY-004108,CUST-0221,2024-06-23,29,Success
PAY-004109,CUST-0221,2024-07-23,29,Success
PAY-004110,CUST-0221,2024-08-22,29,Success
PAY-004111,CUST-0221,2024-09-21,29,Success
PAY-004112,CUST-0221,2024-10-21,29,Success
PAY-004113,CUST-0221,2024-11-20,29,Success
PAY-004114,CUST-0221,2024-12-20,29,Failed
PAY-004115,CUST-0221,2025-01-19,29,Success
PAY-004116,CUST-0221,2025-02-18,29,Success
PAY-004117,CUST-0221,2025-03-20,29,Success
PAY-004118,CUST-0221,2025-04-19,29,Success
PAY-004119,CUST-0221,2025-05-19,29,Success
PAY-004120,CUST-0221,2025-06-18,29,Success
PAY-004121,CUST-0221,2025-07-18,29,Success
PAY-004122,CUST-0221,2025-08-17,29,Success
PAY-004123,CUST-0221,2025-09-16,29,Success
PAY-004124,CUST-0221,2025-10-16,29,Success
PAY-004125,CUST-0221,2025-11-15,29,Success
PAY-004126,CUST-0221,2025-12-15,29,Success
PAY-004127,CUST-0221,2026-01-14,29,Success
PAY-004128,CUST-0221,2026-02-13,29,Success
PAY-004129,CUST-0221,2026-03-15,29,Success
PAY-004130,CUST-0221,2026-04-14,29,Success
PAY-004131,CUST-0221,2026-05-14,29,Success
PAY-004132,CUST-0221,2026-06-13,29,Success
PAY-004133,CUST-0222,2024-11-21,299,Success
PAY-004134,CUST-0222,2024-12-21,299,Success
PAY-004135,CUST-0222,2025-01-20,299,Success
PAY-004136,CUST-0222,2025-02-19,299,Success
PAY-004137,CUST-0222,2025-03-21,299,Success
PAY-004138,CUST-0222,2025-04-20,299,Success
PAY-004139,CUST-0222,2025-05-20,299,Success
PAY-004140,CUST-0222,2025-06-19,299,Success
PAY-004141,CUST-0222,2025-07-19,299,Success
PAY-004142,CUST-0222,2025-08-18,299,Success
PAY-004143,CUST-0222,2025-09-17,299,Success
PAY-004144,CUST-0222,2025-10-17,299,Success
PAY-004145,CUST-0222,2025-11-16,299,Success
PAY-004146,CUST-0222,2025-12-16,299,Failed
PAY-004147,CUST-0222,2026-01-15,299,Success
PAY-004148,CUST-0222,2026-02-14,299,Success
PAY-004149,CUST-0222,2026-03-16,299,Failed
PAY-004150,CUST-0222,2026-04-15,299,Success
PAY-004151,CUST-0222,2026-05-15,299,Success
PAY-004152,CUST-0222,2026-06-14,299,Success
PAY-004153,CUST-0223,2024-08-10,99,Success
PAY-004154,CUST-0223,2024-09-09,99,Success
PAY-004155,CUST-0223,2024-10-09,99,Success
PAY-004156,CUST-0223,2024-11-08,99,Success
PAY-004157,CUST-0223,2024-12-08,99,Success
PAY-004158,CUST-0223,2025-01-07,99,Success
PAY-004159,CUST-0223,2025-02-06,99,Success
PAY-004160,CUST-0223,2025-03-08,99,Success
PAY-004161,CUST-0223,2025-04-07,99,Success
PAY-004162,CUST-0223,2025-05-07,99,Success
PAY-004163,CUST-0223,2025-06-06,99,Success
PAY-004164,CUST-0223,2025-07-06,99,Success
PAY-004165,CUST-0223,2025-08-05,99,Success
PAY-004166,CUST-0223,2025-09-04,99,Success
PAY-004167,CUST-0223,2025-10-04,99,Success
PAY-004168,CUST-0223,2025-11-03,99,Success
PAY-004169,CUST-0223,2025-12-03,99,Success
PAY-004170,CUST-0223,2026-01-02,99,Success
PAY-004171,CUST-0223,2026-02-01,99,Success
PAY-004172,CUST-0223,2026-03-03,99,Success
PAY-004173,CUST-0223,2026-04-02,99,Success
PAY-004174,CUST-0223,2026-05-02,99,Success
PAY-004175,CUST-0223,2026-06-01,99,Success
PAY-004176,CUST-0224,2024-11-11,99,Success
PAY-004177,CUST-0224,2024-12-11,99,Success
PAY-004178,CUST-0224,2025-01-10,99,Success
PAY-004179,CUST-0224,2025-02-09,99,Success
PAY-004180,CUST-0224,2025-03-11,99,Success
PAY-004181,CUST-0224,2025-04-10,99,Success
PAY-004182,CUST-0224,2025-05-10,99,Success
PAY-004183,CUST-0224,2025-06-09,99,Success
PAY-004184,CUST-0224,2025-07-09,99,Success
PAY-004185,CUST-0224,2025-08-08,99,Success
PAY-004186,CUST-0224,2025-09-07,99,Success
PAY-004187,CUST-0224,2025-10-07,99,Success
PAY-004188,CUST-0224,2025-11-06,99,Success
PAY-004189,CUST-0224,2025-12-06,99,Success
PAY-004190,CUST-0224,2026-01-05,99,Success
PAY-004191,CUST-0224,2026-02-04,99,Success
PAY-004192,CUST-0224,2026-03-06,99,Success
PAY-004193,CUST-0224,2026-04-05,99,Success
PAY-004194,CUST-0224,2026-05-05,99,Success
PAY-004195,CUST-0224,2026-06-04,99,Success
PAY-004196,CUST-0225,2024-08-11,99,Success
PAY-004197,CUST-0225,2024-09-10,99,Success
PAY-004198,CUST-0225,2024-10-10,99,Success
PAY-004199,CUST-0225,2024-11-09,99,Success
PAY-004200,CUST-0225,2024-12-09,99,Success
PAY-004201,CUST-0225,2025-01-08,99,Success
PAY-004202,CUST-0225,2025-02-07,99,Success
PAY-004203,CUST-0225,2025-03-09,99,Success
PAY-004204,CUST-0225,2025-04-08,99,Success
PAY-004205,CUST-0225,2025-05-08,99,Failed
PAY-004206,CUST-0225,2025-06-07,99,Failed
PAY-004207,CUST-0225,2025-07-07,99,Success
PAY-004208,CUST-0225,2025-08-06,99,Success
PAY-004209,CUST-0225,2025-09-05,99,Success
PAY-004210,CUST-0225,2025-10-05,99,Success
PAY-004211,CUST-0225,2025-11-04,99,Success
PAY-004212,CUST-0225,2025-12-04,99,Success
PAY-004213,CUST-0225,2026-01-03,99,Success
PAY-004214,CUST-0225,2026-02-02,99,Success
PAY-004215,CUST-0225,2026-03-04,99,Success
PAY-004216,CUST-0225,2026-04-03,99,Success
PAY-004217,CUST-0225,2026-05-03,99,Success
PAY-004218,CUST-0225,2026-06-02,99,Success
PAY-004219,CUST-0226,2025-03-12,29,Success
PAY-004220,CUST-0226,2025-04-11,29,Success
PAY-004221,CUST-0226,2025-05-11,29,Success
PAY-004222,CUST-0226,2025-06-10,29,Success
PAY-004223,CUST-0226,2025-07-10,29,Success
PAY-004224,CUST-0226,2025-08-09,29,Success
PAY-004225,CUST-0226,2025-09-08,29,Success
PAY-004226,CUST-0226,2025-10-08,29,Success
PAY-004227,CUST-0226,2025-11-07,29,Success
PAY-004228,CUST-0226,2025-12-07,29,Failed
PAY-004229,CUST-0226,2026-01-06,29,Success
PAY-004230,CUST-0226,2026-02-05,29,Success
PAY-004231,CUST-0226,2026-03-07,29,Success
PAY-004232,CUST-0226,2026-04-06,29,Success
PAY-004233,CUST-0226,2026-05-06,29,Success
PAY-004234,CUST-0226,2026-06-05,29,Success
PAY-004235,CUST-0227,2024-05-22,99,Success
PAY-004236,CUST-0227,2024-06-21,99,Success
PAY-004237,CUST-0227,2024-07-21,99,Success
PAY-004238,CUST-0227,2024-08-20,99,Success
PAY-004239,CUST-0227,2024-09-19,99,Success
PAY-004240,CUST-0227,2024-10-19,99,Success
PAY-004241,CUST-0227,2024-11-18,99,Success
PAY-004242,CUST-0227,2024-12-18,99,Failed
PAY-004243,CUST-0227,2025-01-17,99,Success
PAY-004244,CUST-0227,2025-02-16,99,Success
PAY-004245,CUST-0227,2025-03-18,99,Success
PAY-004246,CUST-0227,2025-04-17,99,Success
PAY-004247,CUST-0227,2025-05-17,99,Success
PAY-004248,CUST-0227,2025-06-16,99,Success
PAY-004249,CUST-0227,2025-07-16,99,Success
PAY-004250,CUST-0227,2025-08-15,99,Success
PAY-004251,CUST-0227,2025-09-14,99,Success
PAY-004252,CUST-0227,2025-10-14,99,Success
PAY-004253,CUST-0227,2025-11-13,99,Success
PAY-004254,CUST-0227,2025-12-13,99,Success
PAY-004255,CUST-0227,2026-01-12,99,Success
PAY-004256,CUST-0227,2026-02-11,99,Success
PAY-004257,CUST-0227,2026-03-13,99,Success
PAY-004258,CUST-0227,2026-04-12,99,Success
PAY-004259,CUST-0227,2026-05-12,99,Success
PAY-004260,CUST-0227,2026-06-11,99,Success
PAY-004261,CUST-0228,2025-01-19,29,Failed
PAY-004262,CUST-0228,2025-02-18,29,Success
PAY-004263,CUST-0228,2025-03-20,29,Success
PAY-004264,CUST-0228,2025-04-19,29,Success
PAY-004265,CUST-0228,2025-05-19,29,Success
PAY-004266,CUST-0228,2025-06-18,29,Success
PAY-004267,CUST-0228,2025-07-18,29,Failed
PAY-004268,CUST-0228,2025-08-17,29,Success
PAY-004269,CUST-0228,2025-09-16,29,Success
PAY-004270,CUST-0228,2025-10-16,29,Success
PAY-004271,CUST-0228,2025-11-15,29,Success
PAY-004272,CUST-0228,2025-12-15,29,Success
PAY-004273,CUST-0228,2026-01-14,29,Success
PAY-004274,CUST-0228,2026-02-13,29,Success
PAY-004275,CUST-0228,2026-03-15,29,Success
PAY-004276,CUST-0228,2026-04-14,29,Success
PAY-004277,CUST-0228,2026-05-14,29,Success
PAY-004278,CUST-0228,2026-06-13,29,Success
PAY-004279,CUST-0229,2024-06-21,29,Success
PAY-004280,CUST-0229,2024-07-21,29,Success
PAY-004281,CUST-0229,2024-08-20,29,Success
PAY-004282,CUST-0229,2024-09-19,29,Success
PAY-004283,CUST-0229,2024-10-19,29,Success
PAY-004284,CUST-0229,2024-11-18,29,Success
PAY-004285,CUST-0229,2024-12-18,29,Success
PAY-004286,CUST-0229,2025-01-17,29,Success
PAY-004287,CUST-0229,2025-02-16,29,Success
PAY-004288,CUST-0229,2025-03-18,29,Success
PAY-004289,CUST-0229,2025-04-17,29,Success
PAY-004290,CUST-0229,2025-05-17,29,Success
PAY-004291,CUST-0229,2025-06-16,29,Success
PAY-004292,CUST-0229,2025-07-16,29,Success
PAY-004293,CUST-0229,2025-08-15,29,Success
PAY-004294,CUST-0229,2025-09-14,29,Success
PAY-004295,CUST-0229,2025-10-14,29,Success
PAY-004296,CUST-0229,2025-11-13,29,Failed
PAY-004297,CUST-0229,2025-12-13,29,Success
PAY-004298,CUST-0229,2026-01-12,29,Failed
PAY-004299,CUST-0229,2026-02-11,29,Success
PAY-004300,CUST-0229,2026-03-13,29,Success
PAY-004301,CUST-0229,2026-04-12,29,Success
PAY-004302,CUST-0229,2026-05-12,29,Success
PAY-004303,CUST-0229,2026-06-11,29,Success
PAY-004304,CUST-0230,2025-03-11,299,Success
PAY-004305,CUST-0230,2025-04-10,299,Success
PAY-004306,CUST-0230,2025-05-10,299,Success
PAY-004307,CUST-0230,2025-06-09,299,Success
PAY-004308,CUST-0230,2025-07-09,299,Success
PAY-004309,CUST-0230,2025-08-08,299,Success
PAY-004310,CUST-0230,2025-09-07,299,Success
PAY-004311,CUST-0230,2025-10-07,299,Success
PAY-004312,CUST-0230,2025-11-06,299,Success
PAY-004313,CUST-0230,2025-12-06,299,Success
PAY-004314,CUST-0230,2026-01-05,299,Success
PAY-004315,CUST-0230,2026-02-04,299,Success
PAY-004316,CUST-0230,2026-03-06,299,Success
PAY-004317,CUST-0230,2026-04-05,299,Success
PAY-004318,CUST-0230,2026-05-05,299,Success
PAY-004319,CUST-0230,2026-06-04,299,Success
PAY-004320,CUST-0231,2024-09-06,99,Success
PAY-004321,CUST-0231,2024-10-06,99,Success
PAY-004322,CUST-0231,2024-11-05,99,Success
PAY-004323,CUST-0231,2024-12-05,99,Success
PAY-004324,CUST-0231,2025-01-04,99,Success
PAY-004325,CUST-0231,2025-02-03,99,Success
PAY-004326,CUST-0231,2025-03-05,99,Success
PAY-004327,CUST-0231,2025-04-04,99,Success
PAY-004328,CUST-0231,2025-05-04,99,Success
PAY-004329,CUST-0231,2025-06-03,99,Success
PAY-004330,CUST-0231,2025-07-03,99,Success
PAY-004331,CUST-0232,2025-02-12,29,Success
PAY-004332,CUST-0232,2025-03-14,29,Success
PAY-004333,CUST-0232,2025-04-13,29,Success
PAY-004334,CUST-0232,2025-05-13,29,Success
PAY-004335,CUST-0232,2025-06-12,29,Success
PAY-004336,CUST-0232,2025-07-12,29,Success
PAY-004337,CUST-0232,2025-08-11,29,Success
PAY-004338,CUST-0232,2025-09-10,29,Success
PAY-004339,CUST-0232,2025-10-10,29,Success
PAY-004340,CUST-0232,2025-11-09,29,Success
PAY-004341,CUST-0232,2025-12-09,29,Success
PAY-004342,CUST-0232,2026-01-08,29,Success
PAY-004343,CUST-0232,2026-02-07,29,Success
PAY-004344,CUST-0232,2026-03-09,29,Success
PAY-004345,CUST-0232,2026-04-08,29,Success
PAY-004346,CUST-0232,2026-05-08,29,Success
PAY-004347,CUST-0232,2026-06-07,29,Success
PAY-004348,CUST-0233,2024-05-23,29,Success
PAY-004349,CUST-0233,2024-06-22,29,Success
PAY-004350,CUST-0233,2024-07-22,29,Success
PAY-004351,CUST-0233,2024-08-21,29,Success
PAY-004352,CUST-0233,2024-09-20,29,Success
PAY-004353,CUST-0233,2024-10-20,29,Success
PAY-004354,CUST-0233,2024-11-19,29,Success
PAY-004355,CUST-0233,2024-12-19,29,Success
PAY-004356,CUST-0233,2025-01-18,29,Success
PAY-004357,CUST-0233,2025-02-17,29,Success
PAY-004358,CUST-0233,2025-03-19,29,Success
PAY-004359,CUST-0233,2025-04-18,29,Success
PAY-004360,CUST-0233,2025-05-18,29,Success
PAY-004361,CUST-0233,2025-06-17,29,Success
PAY-004362,CUST-0233,2025-07-17,29,Success
PAY-004363,CUST-0233,2025-08-16,29,Failed
PAY-004364,CUST-0233,2025-09-15,29,Success
PAY-004365,CUST-0233,2025-10-15,29,Success
PAY-004366,CUST-0233,2025-11-14,29,Success
PAY-004367,CUST-0233,2025-12-14,29,Success
PAY-004368,CUST-0233,2026-01-13,29,Success
PAY-004369,CUST-0233,2026-02-12,29,Success
PAY-004370,CUST-0233,2026-03-14,29,Success
PAY-004371,CUST-0233,2026-04-13,29,Success
PAY-004372,CUST-0233,2026-05-13,29,Success
PAY-004373,CUST-0233,2026-06-12,29,Success
PAY-004374,CUST-0234,2024-09-21,99,Success
PAY-004375,CUST-0234,2024-10-21,99,Success
PAY-004376,CUST-0234,2024-11-20,99,Success
PAY-004377,CUST-0234,2024-12-20,99,Success
PAY-004378,CUST-0234,2025-01-19,99,Success
PAY-004379,CUST-0234,2025-02-18,99,Success
PAY-004380,CUST-0234,2025-03-20,99,Success
PAY-004381,CUST-0234,2025-04-19,99,Success
PAY-004382,CUST-0234,2025-05-19,99,Success
PAY-004383,CUST-0234,2025-06-18,99,Success
PAY-004384,CUST-0234,2025-07-18,99,Success
PAY-004385,CUST-0234,2025-08-17,99,Success
PAY-004386,CUST-0234,2025-09-16,99,Success
PAY-004387,CUST-0234,2025-10-16,99,Success
PAY-004388,CUST-0234,2025-11-15,99,Failed
PAY-004389,CUST-0234,2025-12-15,99,Success
PAY-004390,CUST-0234,2026-01-14,99,Success
PAY-004391,CUST-0234,2026-02-13,99,Success
PAY-004392,CUST-0234,2026-03-15,99,Success
PAY-004393,CUST-0234,2026-04-14,99,Success
PAY-004394,CUST-0234,2026-05-14,99,Success
PAY-004395,CUST-0234,2026-06-13,99,Success
PAY-004396,CUST-0235,2024-05-03,99,Success
PAY-004397,CUST-0235,2024-06-02,99,Failed
PAY-004398,CUST-0235,2024-07-02,99,Failed
PAY-004399,CUST-0235,2024-08-01,99,Success
PAY-004400,CUST-0236,2024-10-11,99,Success
PAY-004401,CUST-0236,2024-11-10,99,Success
PAY-004402,CUST-0236,2024-12-10,99,Success
PAY-004403,CUST-0236,2025-01-09,99,Success
PAY-004404,CUST-0236,2025-02-08,99,Failed
PAY-004405,CUST-0236,2025-03-10,99,Success
PAY-004406,CUST-0236,2025-04-09,99,Success
PAY-004407,CUST-0236,2025-05-09,99,Success
PAY-004408,CUST-0236,2025-06-08,99,Success
PAY-004409,CUST-0237,2024-11-26,29,Success
PAY-004410,CUST-0237,2024-12-26,29,Failed
PAY-004411,CUST-0237,2025-01-25,29,Success
PAY-004412,CUST-0237,2025-02-24,29,Success
PAY-004413,CUST-0237,2025-03-26,29,Failed
PAY-004414,CUST-0237,2025-04-25,29,Success
PAY-004415,CUST-0237,2025-05-25,29,Success
PAY-004416,CUST-0237,2025-06-24,29,Success
PAY-004417,CUST-0237,2025-07-24,29,Success
PAY-004418,CUST-0237,2025-08-23,29,Success
PAY-004419,CUST-0237,2025-09-22,29,Success
PAY-004420,CUST-0237,2025-10-22,29,Success
PAY-004421,CUST-0237,2025-11-21,29,Success
PAY-004422,CUST-0237,2025-12-21,29,Success
PAY-004423,CUST-0237,2026-01-20,29,Success
PAY-004424,CUST-0237,2026-02-19,29,Success
PAY-004425,CUST-0237,2026-03-21,29,Success
PAY-004426,CUST-0237,2026-04-20,29,Success
PAY-004427,CUST-0237,2026-05-20,29,Success
PAY-004428,CUST-0237,2026-06-19,29,Success
PAY-004429,CUST-0238,2025-02-09,29,Success
PAY-004430,CUST-0238,2025-03-11,29,Success
PAY-004431,CUST-0238,2025-04-10,29,Success
PAY-004432,CUST-0238,2025-05-10,29,Success
PAY-004433,CUST-0238,2025-06-09,29,Success
PAY-004434,CUST-0238,2025-07-09,29,Success
PAY-004435,CUST-0238,2025-08-08,29,Success
PAY-004436,CUST-0238,2025-09-07,29,Success
PAY-004437,CUST-0238,2025-10-07,29,Success
PAY-004438,CUST-0238,2025-11-06,29,Success
PAY-004439,CUST-0238,2025-12-06,29,Success
PAY-004440,CUST-0238,2026-01-05,29,Success
PAY-004441,CUST-0238,2026-02-04,29,Success
PAY-004442,CUST-0238,2026-03-06,29,Success
PAY-004443,CUST-0238,2026-04-05,29,Success
PAY-004444,CUST-0238,2026-05-05,29,Success
PAY-004445,CUST-0238,2026-06-04,29,Success
PAY-004446,CUST-0239,2024-05-30,299,Success
PAY-004447,CUST-0239,2024-06-29,299,Success
PAY-004448,CUST-0239,2024-07-29,299,Success
PAY-004449,CUST-0239,2024-08-28,299,Success
PAY-004450,CUST-0239,2024-09-27,299,Success
PAY-004451,CUST-0239,2024-10-27,299,Success
PAY-004452,CUST-0239,2024-11-26,299,Success
PAY-004453,CUST-0239,2024-12-26,299,Success
PAY-004454,CUST-0239,2025-01-25,299,Success
PAY-004455,CUST-0239,2025-02-24,299,Success
PAY-004456,CUST-0239,2025-03-26,299,Success
PAY-004457,CUST-0239,2025-04-25,299,Success
PAY-004458,CUST-0239,2025-05-25,299,Success
PAY-004459,CUST-0239,2025-06-24,299,Success
PAY-004460,CUST-0239,2025-07-24,299,Success
PAY-004461,CUST-0239,2025-08-23,299,Success
PAY-004462,CUST-0239,2025-09-22,299,Success
PAY-004463,CUST-0239,2025-10-22,299,Success
PAY-004464,CUST-0239,2025-11-21,299,Success
PAY-004465,CUST-0239,2025-12-21,299,Success
PAY-004466,CUST-0239,2026-01-20,299,Success
PAY-004467,CUST-0239,2026-02-19,299,Success
PAY-004468,CUST-0239,2026-03-21,299,Success
PAY-004469,CUST-0239,2026-04-20,299,Success
PAY-004470,CUST-0239,2026-05-20,299,Success
PAY-004471,CUST-0239,2026-06-19,299,Success
PAY-004472,CUST-0240,2024-12-20,299,Success
PAY-004473,CUST-0240,2025-01-19,299,Success
PAY-004474,CUST-0240,2025-02-18,299,Success
PAY-004475,CUST-0240,2025-03-20,299,Success
PAY-004476,CUST-0240,2025-04-19,299,Success
PAY-004477,CUST-0240,2025-05-19,299,Success
PAY-004478,CUST-0240,2025-06-18,299,Success
PAY-004479,CUST-0240,2025-07-18,299,Success
PAY-004480,CUST-0240,2025-08-17,299,Success
PAY-004481,CUST-0240,2025-09-16,299,Success
PAY-004482,CUST-0240,2025-10-16,299,Success
PAY-004483,CUST-0240,2025-11-15,299,Success
PAY-004484,CUST-0240,2025-12-15,299,Success
PAY-004485,CUST-0240,2026-01-14,299,Success
PAY-004486,CUST-0240,2026-02-13,299,Success
PAY-004487,CUST-0240,2026-03-15,299,Success
PAY-004488,CUST-0240,2026-04-14,299,Success
PAY-004489,CUST-0240,2026-05-14,299,Success
PAY-004490,CUST-0240,2026-06-13,299,Success
PAY-004491,CUST-0241,2024-12-05,29,Success
PAY-004492,CUST-0241,2025-01-04,29,Success
PAY-004493,CUST-0241,2025-02-03,29,Success
PAY-004494,CUST-0241,2025-03-05,29,Success
PAY-004495,CUST-0241,2025-04-04,29,Success
PAY-004496,CUST-0241,2025-05-04,29,Success
PAY-004497,CUST-0241,2025-06-03,29,Success
PAY-004498,CUST-0241,2025-07-03,29,Success
PAY-004499,CUST-0241,2025-08-02,29,Success
PAY-004500,CUST-0241,2025-09-01,29,Success
PAY-004501,CUST-0242,2024-10-10,29,Success
PAY-004502,CUST-0242,2024-11-09,29,Success
PAY-004503,CUST-0242,2024-12-09,29,Success
PAY-004504,CUST-0242,2025-01-08,29,Success
PAY-004505,CUST-0242,2025-02-07,29,Success
PAY-004506,CUST-0242,2025-03-09,29,Success
PAY-004507,CUST-0242,2025-04-08,29,Success
PAY-004508,CUST-0242,2025-05-08,29,Success
PAY-004509,CUST-0242,2025-06-07,29,Failed
PAY-004510,CUST-0242,2025-07-07,29,Success
PAY-004511,CUST-0242,2025-08-06,29,Success
PAY-004512,CUST-0242,2025-09-05,29,Success
PAY-004513,CUST-0242,2025-10-05,29,Success
PAY-004514,CUST-0242,2025-11-04,29,Success
PAY-004515,CUST-0242,2025-12-04,29,Success
PAY-004516,CUST-0242,2026-01-03,29,Success
PAY-004517,CUST-0242,2026-02-02,29,Success
PAY-004518,CUST-0242,2026-03-04,29,Success
PAY-004519,CUST-0242,2026-04-03,29,Success
PAY-004520,CUST-0242,2026-05-03,29,Success
PAY-004521,CUST-0242,2026-06-02,29,Success
PAY-004522,CUST-0243,2025-01-16,29,Success
PAY-004523,CUST-0243,2025-02-15,29,Success
PAY-004524,CUST-0243,2025-03-17,29,Success
PAY-004525,CUST-0243,2025-04-16,29,Success
PAY-004526,CUST-0243,2025-05-16,29,Success
PAY-004527,CUST-0243,2025-06-15,29,Success
